Player,Att,Cmp,Yds,TD,Int,2Pt.P,Att.R,Yds.R,TD.R,2Pt.R,Rec,Yds.C,TD.C,2Pt.C,FL,TD.F
Deshaun Watson,37,28,344,2,0,0,6,36,1,0,0,0,0,0,0,0
Justin Herbert,49,37,366,3,0,0,2,11,0,0,0,0,0,0,0,0
Jared Goff,51,39,376,3,2,0,1,0,0,0,0,0,0,0,0,0
Kirk Cousins,30,22,314,3,0,0,1,4,0,0,0,0,0,0,1,0
Aaron Rodgers,38,27,311,3,1,0,3,13,0,0,0,0,0,0,1,0
Philip Rivers,36,24,288,3,1,0,1,-1,0,0,0,0,0,0,0,0
Derek Carr,31,23,275,3,1,0,3,6,0,0,0,0,0,0,0,0
Ryan Tannehill,31,22,259,2,1,0,4,35,0,1,0,0,0,0,0,0
Patrick Mahomes,45,34,348,2,1,0,4,16,0,0,0,0,0,0,0,0
Andy Dalton,32,22,203,3,1,0,3,5,0,0,1,-3,0,0,0,0
Russell Wilson,28,23,197,2,0,0,10,42,0,0,0,0,0,0,0,0
Kyler Murray,42,29,269,2,0,0,5,15,0,0,0,0,0,0,0,0
Ben Roethlisberger,46,32,267,2,1,0,0,0,0,0,0,0,0,0,0,0
Cam Newton,40,26,365,1,0,0,3,6,0,0,0,0,0,0,0,0
Carson Wentz,35,21,235,2,2,0,3,10,0,0,0,0,0,0,0,0
Lamar Jackson,29,17,186,1,1,1,13,51,0,0,0,0,0,0,0,0
Joe Flacco,30,15,205,2,1,0,1,2,0,0,0,0,0,0,0,0
Tom Brady,48,26,216,2,2,0,0,0,0,0,0,0,0,0,0,0
Joe Burrow,34,22,203,1,0,0,2,12,0,0,0,0,0,0,1,0
Phillip Walker,34,24,258,1,2,0,5,-2,0,0,0,0,0,0,0,0
Alex Smith,25,17,166,1,1,0,3,-3,0,0,0,0,0,0,0,0
Drew Lock,30,18,270,0,1,0,2,23,0,0,0,0,0,0,0,0
Tua Tagovailoa,20,11,83,1,0,0,0,0,0,0,0,0,0,0,0,0
Matthew Stafford,33,18,178,0,0,0,4,5,0,0,0,0,0,0,0,0
Baker Mayfield,22,12,204,0,0,0,6,9,0,0,0,0,0,0,1,0
Matt Ryan,37,19,232,0,2,0,0,0,0,0,0,0,0,0,0,0
Ryan Fitzpatrick,18,12,117,0,1,0,2,6,0,0,0,0,0,0,0,0
Logan Woodside,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Mason Rudolph,0,0,0,0,0,0,3,-4,0,0,0,0,0,0,0,0
Jalen Hurts,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
Ryan Finley,10,3,30,0,1,0,1,19,0,0,0,0,0,0,0,0
Jacoby Brissett,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0
Jake Luton,37,16,151,0,4,0,0,0,0,0,0,0,0,0,0,0
